NumCasa;Nombre;IngresoPersonal;Empleo;Edad;Sexo;EstadoCivil;NivelEducativo;Grado;barrio
1195;Sofia Alejandro Torres Lopez;0;Desempleado;15;F;Soltero;Secundaria;1;Barrio El Rosario
1210;Maria Alejandro Castro Gonzalez;0;Desempleado;79;F;Casado;Preescolar;3;Colina del Verbo
1196;Elena Alejandro Castro Castro;9000;Obrero;22;F;Casado;Técnico;1;Barrio Arnoldo Alemán
1111;Maria Alejandro Torres Gonzalez;0;Desempleado;3;F;Soltero;Preescolar;1;Colina del Verbo
1009;Maria Alejandro Hernandez Martinez;0;Desempleado;71;F;Casado;Primaria;3;Barrio Arnoldo Alemán
1010;Elena Alejandro Gonzalez Perez;15000;Maestro;34;F;Soltero;Universidad;5;Barrio Guadalupe
1224;Mario Alejandro Hernandez Hernandez;0;Desempleado;75;M;Casado;Preescolar;2;Barrio El Calvario
1278;Juan Alejandro Castro Gonzalez;13000;Conductor de taxi;68;M;Casado;Preescolar;1;Altamira del Este
1257;Camila Alejandro Ruiz Martinez;11000;Comerciante Informal;51;F;Casado;Primaria;3;Barrio Guadalupe
1298;Andres Alejandro Torres Perez;0;Desempleado;10;M;Soltero;Primaria;4;Sol de libertad
1105;Daniel Alejandro Flores Flores;8500;Campesino;56;M;Soltero;Preescolar;3;Barrio 19 de Julio
1300;Daniel Alejandro Mendoza Castro;19000;Electricista;75;M;Casado;Secundaria;5;María Auxiliadora
1160;Mario Alejandro Hernandez Perez;10500;Cajero;34;M;Casado;Técnico;1;San Ramón
1121;Daniel Alejandro Ruiz Castro;0;Desempleado;11;M;Soltero;Primaria;1;Barrio La Cruz
1131;Paula Alejandro Gonzalez Ruiz;18000;Carpintero;49;F;Casado;Secundaria;5;El Calavario
1034;Fernanda Alejandro Ruiz Ruiz;0;Desempleado;6;F;Soltero;Primaria;5;El Calavario
1365;Daniel Alejandro Perez Perez;18000;Carpintero;47;M;Soltero;Secundaria;5;Barrio Los Pinos
1433;Mario Alejandro Mendoza Torres;0;Desempleado;3;M;Soltero;Preescolar;1;Barrio Guadalupe
1100;Andres Alejandro Mendoza Hernandez;0;Desempleado;51;M;Soltero;Preescolar;2;Barrio El Calvario
1466;Sofia Alejandro Torres Gonzalez;11500;Dependiente de tienda;39;F;Casado;Técnico;1;Barrio Los Pinos
1018;Andres Alejandro Lopez Ruiz;0;Desempleado;9;M;Soltero;Primaria;1;El Calavario
1379;Luis Alejandro Martinez Perez;0;Desempleado;54;M;Soltero;Preescolar;2;María Auxiliadora
1209;Pedro Alejandro Ruiz Flores;10500;Cajero;56;M;Casado;Técnico;1;Barrio El Calvario
1227;Lucia Alejandro Castro Gonzalez;13000;Conductor de taxi;49;F;Casado;Primaria;3;María Auxiliadora
1244;Marta Alejandro Martinez Hernandez;0;Desempleado;72;F;Casado;Preescolar;3;Monimbó
1400;Pedro Alejandro Martinez Flores;11500;Dependiente de tienda;52;M;Soltero;Técnico;1;Barrio Guadalupe
1446;Carlos Alejandro Martinez Gonzalez;19000;Electricista;35;M;Soltero;Secundaria;5;El Calavario
1412;Andres Alejandro Flores Hernandez;10500;Cajero;34;M;Soltero;Técnico;1;Barrio El Calvario
1215;Juan Alejandro Hernandez Lopez;12500;Repartidor;45;M;Soltero;Primaria;3;Sol de libertad
1147;Kevin Alejandro Hernandez Perez;12000;Trabajador doméstico;70;M;Soltero;Primaria;3;San Judas
1453;Fernanda Alejandro Perez Flores;0;Desempleado;61;F;Soltero;Primaria;2;El Calavario
1019;Andres Alejandro Torres Flores;12500;Repartidor;79;M;Casado;Primaria;2;Barrio 19 de Julio
1131;Mario Alejandro Mendoza Martinez;0;Desempleado;9;M;Soltero;Primaria;1;El Calavario
1130;Juan Alejandro Castro Martinez;0;Desempleado;63;M;Casado;Primaria;4;Barrio Obrero
1164;Lucia Alejandro Ruiz Torres;0;Desempleado;1;F;Soltero;Preescolar;3;San Ramón
1462;Paula Alejandro Perez Lopez;0;Desempleado;7;F;Soltero;Primaria;1;San Ramón
1162;Sofia Alejandro Gonzalez Hernandez;11000;Comerciante Informal;30;F;Casado;Primaria;1;Monimbó
1219;Fernanda Alejandro Ruiz Perez;10000;Vendedor;21;F;Soltero;Técnico;1;María Auxiliadora
1143;Elena Alejandro Mendoza Mendoza;0;Desempleado;41;F;Casado;Primaria;5;Barrio Medardo Andino
1259;Daniel Alejandro Torres Ruiz;21000;Costur`ero;59;M;Soltero;Primaria;2;Barrio La Cruz
1080;Maria Alejandro Ruiz Hernandez;10500;Cajero;35;F;Soltero;Técnico;1;Barrio Los Pinos
1057;Ana Alejandro Martinez Ruiz;9000;Obrero;63;F;Soltero;Preescolar;2;María Auxiliadora
1078;Fernanda Alejandro Hernandez Mendoza;12500;Repartidor;36;F;Casado;Primaria;4;Monimbó
1113;Pedro Alejandro Flores Ruiz;11500;Dependiente de tienda;30;M;Soltero;Técnico;1;Monimbó
1442;Miguel Alejandro Torres Ruiz;11000;Comerciante Informal;56;M;Casado;Primaria;3;Colina del Verbo
1039;Kevin Alejandro Martinez Mendoza;13500;Barbero;77;M;Casado;Primaria;1;Sol de libertad
1484;Kevin Alejandro Gonzalez Martinez;21000;Costur`ero;67;M;Casado;Primaria;3;El Calavario
1015;Jose Alejandro Perez Castro;11000;Comerciante Informal;63;M;Casado;Primaria;5;Barrio Guadalupe
1313;Andres Alejandro Ruiz Perez;9000;Obrero;76;M;Casado;Primaria;5;Altamira del Este
1437;Maria Alejandro Martinez Mendoza;11000;Comerciante Informal;22;F;Soltero;Técnico;1;Barrio Guadalupe
1262;Mario Alejandro Perez Mendoza;12500;Repartidor;73;M;Soltero;Primaria;1;Colina del Verbo
1047;Luis Alejandro Perez Torres;19000;Electricista;68;M;Soltero;Secundaria;5;Barrio El Calvario
1499;Mario Alejandro Flores Castro;0;Desempleado;4;M;Soltero;Preescolar;1;Urbanización San Miguel
1367;Carlos Alejandro Castro Ruiz;0;Desempleado;41;M;Casado;Preescolar;2;Barrio Guadalupe
1182;Valeria Alejandro Perez Hernandez;0;Desempleado;9;F;Soltero;Primaria;5;Barrio El Rosario
1259;Pedro Alejandro Perez Lopez;15500;Enfermero;74;M;Casado;Universidad;5;Barrio La Cruz
1331;Carlos Alejandro Ruiz Ruiz;0;Desempleado;45;M;Casado;Preescolar;1;Barrio El Calvario
1070;Valeria Alejandro Torres Lopez;0;Desempleado;7;F;Soltero;Primaria;1;Barrio Los Pinos
1189;Valeria Alejandro Flores Hernandez;0;Desempleado;75;F;Soltero;Primaria;3;Barrio Los Pinos
1433;Marta Alejandro Lopez Perez;13500;Barbero;18;F;Soltero;Técnico;1;Barrio Guadalupe
1103;Mario Alejandro Flores Ruiz;9000;Obrero;73;M;Casado;Primaria;5;Barrio Medardo Andino
1431;Carlos Alejandro Martinez Gonzalez;15000;Maestro;74;M;Casado;Universidad;5;Barrio El Rosario
1323;Ana Alejandro Mendoza Hernandez;0;Desempleado;35;F;Casado;Preescolar;1;Baká
1109;Juan Alejandro Martinez Martinez;13000;Conductor de taxi;49;M;Casado;Primaria;1;Sol de libertad
1497;Elena Alejandro Hernandez Torres;8500;Campesino;46;F;Soltero;Primaria;3;Colina del Verbo
1105;Elena Alejandro Perez Torres;13500;Barbero;42;F;Soltero;Preescolar;3;Barrio 19 de Julio
1065;Marta Alejandro Perez Gonzalez;0;Desempleado;1;F;Soltero;Preescolar;1;Barrio Obrero
1059;Daniel Alejandro Flores Mendoza;9000;Obrero;46;M;Soltero;Primaria;2;Monimbó
1057;Jose Alejandro Lopez Gonzalez;13000;Conductor de taxi;50;M;Soltero;Primaria;1;María Auxiliadora
1500;Juan Alejandro Perez Hernandez;17000;Albañil;80;M;Casado;Secundaria;5;Baká
1071;Kevin Alejandro Perez Ruiz;0;Desempleado;14;M;Soltero;Secundaria;1;Barrio Guadalupe
1420;Pedro Alejandro Castro Lopez;14500;Cocinero;34;M;Soltero;Primaria;5;María Auxiliadora
1098;Fernanda Alejandro Ruiz Torres;11500;Dependiente de tienda;61;F;Soltero;Técnico;1;Monimbó
1133;Maria Alejandro Lopez Mendoza;19000;Electricista;14;F;Soltero;Secundaria;5;Colina del Verbo
1396;Sofia Alejandro Mendoza Lopez;0;Desempleado;2;F;Soltero;Preescolar;1;Altamira del Este
1473;Pedro Alejandro Mendoza Mendoza;11500;Dependiente de tienda;66;M;Casado;Técnico;1;Sol de libertad
1198;Lucia Alejandro Torres Flores;0;Desempleado;1;F;Soltero;Preescolar;2;Barrio Arnoldo Alemán
1465;Maria Alejandro Hernandez Lopez;0;Desempleado;56;F;Casado;Primaria;2;19 de Julio
1093;Carlos Alejandro Mendoza Perez;14500;Cocinero;46;M;Soltero;Primaria;2;Barrio Guadalupe
1450;Jose Alejandro Mendoza Hernandez;12000;Trabajador doméstico;39;M;Soltero;Preescolar;1;Monimbó
1301;Fernanda Alejandro Torres Mendoza;0;Desempleado;31;F;Soltero;Preescolar;3;Barrio Los Pinos
1184;Paula Alejandro Hernandez Mendoza;12500;Repartidor;59;F;Casado;Primaria;3;Barrio Obrero
1075;Elena Alejandro Castro Martinez;14000;Mesero;65;F;Casado;Primaria;2;19 de Julio
1338;Daniel Alejandro Hernandez Torres;19000;Electricista;24;M;Soltero;Secundaria;5;19 de Julio
1218;Valeria Alejandro Castro Perez;14000;Mesero;49;F;Casado;Primaria;5;Barrio Los Pinos
1479;Carlos Alejandro Torres Hernandez;17000;Albañil;56;M;Casado;Secundaria;5;Altamira del Este
1266;Sofia Alejandro Gonzalez Hernandez;0;Desempleado;36;F;Casado;Preescolar;3;Barrio Guadalupe
1191;Maria Alejandro Perez Torres;15500;Enfermero;24;F;Soltero;Universidad;5;Barrio Guadalupe
1093;Luis Alejandro Hernandez Hernandez;0;Desempleado;54;M;Casado;Preescolar;1;Barrio Guadalupe
1016;Mario Alejandro Torres Torres;16000;Médico general;66;M;Casado;Universidad;5;Barrio La Cruz
1047;Kevin Alejandro Torres Gonzalez;10500;Cajero;52;M;Soltero;Técnico;1;Barrio El Calvario
1189;Marta Alejandro Hernandez Ruiz;0;Desempleado;38;F;Soltero;Preescolar;3;Barrio Los Pinos
1085;Miguel Alejandro Flores Flores;0;Desempleado;17;M;Soltero;Secundaria;1;Baká
1247;Miguel Alejandro Ruiz Torres;0;Desempleado;17;M;Soltero;Secundaria;1;Colina del Verbo
1040;Valeria Alejandro Lopez Flores;10500;Cajero;42;F;Casado;Técnico;1;Barrio Arnoldo Alemán
1320;Ana Alejandro Ruiz Flores;12000;Trabajador doméstico;43;F;Soltero;Preescolar;2;Altamira del Este
1219;Maria Alejandro Mendoza Perez;0;Desempleado;74;F;Casado;Preescolar;3;María Auxiliadora
1052;Camila Alejandro Ruiz Torres;11500;Dependiente de tienda;25;F;Casado;Técnico;1;19 de Julio
1416;Jose Alejandro Torres Martinez;0;Desempleado;46;M;Soltero;Preescolar;1;San Ramón
1500;Elena Alejandro Gonzalez Gonzalez;12000;Trabajador doméstico;71;F;Casado;Primaria;4;Baká
1346;Marta Alejandro Gonzalez Flores;13500;Barbero;37;F;Soltero;Primaria;4;Barrio Obrero
1466;Pedro Alejandro Castro Ruiz;0;Desempleado;4;M;Soltero;Preescolar;1;Barrio Los Pinos
1392;Jose Alejandro Ruiz Hernandez;10500;Cajero;56;M;Soltero;Técnico;1;Barrio Arnoldo Alemán
1044;Ana Alejandro Castro Lopez;9500;Técnico Agropecuario;58;F;Soltero;Técnico;3;Barrio El Calvario
1019;Daniel Alejandro Torres Castro;0;Desempleado;68;M;Soltero;Primaria;2;Barrio 19 de Julio
1138;Lucia Alejandro Flores Lopez;14500;Cocinero;30;F;Soltero;Primaria;2;Baká
1253;Daniel Alejandro Martinez Hernandez;0;Desempleado;5;M;Soltero;Preescolar;1;Baká
1305;Pedro Alejandro Torres Mendoza;0;Desempleado;3;M;Soltero;Preescolar;1;Monimbó
1225;Maria Alejandro Mendoza Lopez;12000;Trabajador doméstico;45;F;Soltero;Primaria;3;Monimbó
1089;Luis Alejandro Gonzalez Torres;9500;Técnico Agropecuario;54;M;Soltero;Técnico;3;Barrio 19 de Julio
1416;Mario Alejandro Lopez Mendoza;9000;Obrero;68;M;Casado;Primaria;4;San Ramón
1260;Jose Alejandro Gonzalez Perez;17000;Albañil;53;M;Soltero;Secundaria;5;Barrio El Rosario
1078;Luis Alejandro Mendoza Martinez;0;Desempleado;43;M;Soltero;Primaria;3;Monimbó
1167;Kevin Alejandro Lopez Castro;0;Desempleado;11;M;Soltero;Primaria;1;Barrio Los Pinos
1384;Ana Alejandro Lopez Hernandez;0;Desempleado;77;F;Casado;Primaria;2;Altamira del Este
1393;Mario Alejandro Mendoza Lopez;0;Desempleado;10;M;Soltero;Primaria;1;María Auxiliadora
1078;Daniel Alejandro Mendoza Hernandez;0;Desempleado;60;M;Soltero;Preescolar;1;Monimbó
1272;Valeria Alejandro Castro Castro;17000;Albañil;75;F;Casado;Secundaria;5;Barrio Los Pinos
1325;Maria Alejandro Ruiz Gonzalez;0;Desempleado;68;F;Casado;Primaria;3;Sol de libertad
1235;Valeria Alejandro Martinez Torres;21000;Costur`ero;46;F;Casado;Primaria;5;Barrio Obrero
1264;Sofia Alejandro Lopez Torres;0;Desempleado;38;F;Casado;Preescolar;2;El Calavario
1150;Jose Alejandro Martinez Mendoza;0;Desempleado;74;M;Casado;Preescolar;1;Barrio 19 de Julio
1200;Sofia Alejandro Mendoza Hernandez;12500;Repartidor;18;F;Soltero;Técnico;1;Barrio La Cruz
1373;Juan Alejandro Gonzalez Hernandez;10000;Vendedor;27;M;Soltero;Técnico;1;Barrio La Cruz
1194;Daniel Alejandro Ruiz Mendoza;8500;Campesino;51;M;Soltero;Preescolar;3;Barrio Medardo Andino
1253;Pedro Alejandro Gonzalez Castro;0;Desempleado;29;M;Soltero;Primaria;3;Baká
1309;Carlos Alejandro Torres Martinez;10000;Vendedor;45;M;Soltero;Técnico;1;San Ramón
1346;Juan Alejandro Martinez Flores;13500;Barbero;49;M;Soltero;Primaria;1;Barrio Obrero
1487;Luis Alejandro Flores Perez;12500;Repartidor;62;M;Casado;Primaria;2;Urbanización San Miguel
1223;Maria Alejandro Torres Hernandez;0;Desempleado;67;F;Casado;Primaria;4;Altamira del Este
1296;Paula Alejandro Mendoza Hernandez;0;Desempleado;4;F;Soltero;Preescolar;3;Urbanización San Miguel
1028;Camila Alejandro Martinez Ruiz;18000;Carpintero;80;F;Casado;Secundaria;5;Barrio Medardo Andino
1213;Ana Alejandro Flores Martinez;14500;Cocinero;70;F;Casado;Primaria;3;Barrio Medardo Andino
1135;Pedro Alejandro Gonzalez Castro;0;Desempleado;45;M;Casado;Primaria;5;Monimbó
1015;Valeria Alejandro Torres Mendoza;12000;Trabajador doméstico;42;F;Casado;Primaria;3;Barrio Guadalupe
1298;Jose Alejandro Martinez Ruiz;18000;Carpintero;63;M;Casado;Secundaria;5;Sol de libertad
1247;Valeria Alejandro Ruiz Mendoza;8500;Campesino;22;F;Casado;Técnico;1;Colina del Verbo
1183;Kevin Alejandro Castro Flores;0;Desempleado;27;M;Soltero;Preescolar;2;Barrio Obrero
1436;Carlos Alejandro Torres Flores;0;Desempleado;25;M;Casado;Preescolar;1;Barrio La Cruz
1069;Kevin Alejandro Torres Martinez;12000;Trabajador doméstico;64;M;Casado;Preescolar;1;Barrio 19 de Julio
1041;Mario Alejandro Torres Mendoza;0;Desempleado;10;M;Soltero;Primaria;1;Barrio Guadalupe
1361;Jose Alejandro Torres Gonzalez;0;Desempleado;28;M;Soltero;Preescolar;2;San Judas
1310;Fernanda Alejandro Lopez Lopez;8500;Campesino;32;F;Soltero;Primaria;3;Barrio La Cruz
1189;Daniel Alejandro Gonzalez Mendoza;14000;Mesero;74;M;Casado;Primaria;2;Barrio Los Pinos
1334;Fernanda Alejandro Flores Perez;0;Desempleado;4;F;Soltero;Preescolar;2;Barrio 19 de Julio
1241;Andres Alejandro Torres Mendoza;0;Desempleado;5;M;Soltero;Preescolar;1;19 de Julio
1213;Elena Alejandro Ruiz Hernandez;0;Desempleado;2;F;Soltero;Preescolar;1;Barrio Medardo Andino
1159;Paula Alejandro Perez Lopez;9500;Técnico Agropecuario;20;F;Soltero;Técnico;3;Barrio El Rosario
1362;Maria Alejandro Hernandez Ruiz;0;Desempleado;60;F;Casado;Primaria;2;Urbanización San Miguel
1435;Paula Alejandro Hernandez Torres;0;Desempleado;27;F;Soltero;Primaria;1;Barrio 19 de Julio
1046;Camila Alejandro Mendoza Gonzalez;0;Desempleado;8;F;Soltero;Primaria;1;Barrio Los Pinos
1088;Miguel Alejandro Ruiz Torres;0;Desempleado;9;M;Soltero;Primaria;2;Barrio Guadalupe
1324;Kevin Alejandro Hernandez Lopez;0;Desempleado;8;M;Soltero;Primaria;5;Urbanización San Miguel
1062;Camila Alejandro Castro Castro;10000;Vendedor;16;F;Soltero;Técnico;1;Colina del Verbo
1017;Lucia Alejandro Castro Flores;9500;Técnico Agropecuario;19;F;Soltero;Técnico;3;19 de Julio
1083;Fernanda Alejandro Castro Perez;13500;Barbero;20;F;Soltero;Técnico;1;Sol de libertad
1317;Elena Alejandro Gonzalez Mendoza;0;Desempleado;12;F;Soltero;Primaria;4;Altamira del Este
1029;Miguel Alejandro Castro Lopez;0;Desempleado;7;M;Soltero;Primaria;1;Altamira del Este
1119;Jose Alejandro Ruiz Mendoza;0;Desempleado;12;M;Soltero;Primaria;2;María Auxiliadora
1088;Sofia Alejandro Mendoza Hernandez;0;Desempleado;58;F;Soltero;Primaria;2;Barrio Guadalupe
1013;Marta Alejandro Gonzalez Hernandez;0;Desempleado;67;F;Casado;Primaria;4;Altamira del Este
1302;Daniel Alejandro Martinez Martinez;12000;Trabajador doméstico;16;M;Soltero;Secundaria;1;Barrio Obrero
1227;Lucia Alejandro Martinez Mendoza;21000;Costur`ero;31;F;Soltero;Primaria;5;María Auxiliadora
1256;Paula Alejandro Ruiz Mendoza;0;Desempleado;6;F;Soltero;Primaria;2;Colina del Verbo
1068;Sofia Alejandro Ruiz Mendoza;0;Desempleado;3;F;Soltero;Preescolar;2;Barrio El Calvario
1021;Daniel Alejandro Torres Castro;0;Desempleado;24;M;Soltero;Primaria;5;Sol de libertad
1104;Daniel Alejandro Martinez Castro;13000;Conductor de taxi;39;M;Soltero;Primaria;1;Barrio La Cruz
1451;Paula Alejandro Mendoza Lopez;0;Desempleado;18;F;Soltero;Técnico;1;Urbanización San Miguel
1243;Pedro Alejandro Hernandez Lopez;17000;Albañil;80;M;Casado;Secundaria;5;María Auxiliadora
1394;Mario Alejandro Martinez Gonzalez;0;Desempleado;9;M;Soltero;Primaria;1;Baká
1313;Ana Alejandro Hernandez Martinez;0;Desempleado;5;F;Soltero;Preescolar;1;Altamira del Este
1112;Kevin Alejandro Gonzalez Gonzalez;12500;Repartidor;14;M;Soltero;Secundaria;1;San Ramón
1079;Daniel Alejandro Gonzalez Lopez;11500;Dependiente de tienda;71;M;Casado;Técnico;1;Barrio La Cruz
1098;Maria Alejandro Flores Gonzalez;19000;Electricista;63;F;Casado;Secundaria;5;Monimbó
1215;Jose Alejandro Gonzalez Lopez;16000;Médico general;76;M;Casado;Universidad;5;Sol de libertad
1023;Mario Alejandro Torres Hernandez;0;Desempleado;6;M;Soltero;Primaria;4;Baká
1283;Andres Alejandro Ruiz Gonzalez;0;Desempleado;8;M;Soltero;Primaria;1;Barrio Los Pinos
1137;Miguel Alejandro Hernandez Hernandez;10000;Vendedor;47;M;Casado;Técnico;1;Altamira del Este
1116;Carlos Alejandro Flores Martinez;0;Desempleado;15;M;Soltero;Secundaria;1;Altamira del Este
1148;Andres Alejandro Gonzalez Torres;12500;Repartidor;67;M;Soltero;Preescolar;2;Barrio Guadalupe
1233;Juan Alejandro Flores Lopez;13000;Conductor de taxi;35;M;Soltero;Preescolar;3;San Ramón
1129;Mario Alejandro Lopez Torres;9500;Técnico Agropecuario;71;M;Soltero;Técnico;3;Barrio Medardo Andino
1056;Lucia Alejandro Castro Mendoza;0;Desempleado;49;F;Soltero;Primaria;1;19 de Julio
1356;Juan Alejandro Martinez Lopez;0;Desempleado;71;M;Casado;Preescolar;1;Barrio El Calvario
1405;Andres Alejandro Lopez Castro;21000;Costur`ero;56;M;Soltero;Preescolar;1;Altamira del Este
1024;Ana Alejandro Castro Perez;9000;Obrero;39;F;Soltero;Primaria;2;Barrio Obrero
1447;Paula Alejandro Gonzalez Lopez;17000;Albañil;51;F;Soltero;Secundaria;5;María Auxiliadora
1252;Kevin Alejandro Martinez Lopez;10500;Cajero;43;M;Soltero;Técnico;1;Barrio Arnoldo Alemán
1090;Marta Alejandro Ruiz Mendoza;14000;Mesero;42;F;Casado;Preescolar;1;19 de Julio
1008;Luis Alejandro Perez Gonzalez;0;Desempleado;58;M;Casado;Primaria;3;Barrio Arnoldo Alemán
1383;Juan Alejandro Martinez Hernandez;17000;Albañil;26;M;Soltero;Secundaria;5;Colina del Verbo
1065;Juan Alejandro Hernandez Ruiz;0;Desempleado;60;M;Soltero;Primaria;4;Barrio Obrero
1210;Carlos Alejandro Mendoza Mendoza;19000;Electricista;67;M;Soltero;Secundaria;5;Colina del Verbo
1003;Daniel Alejandro Ruiz Gonzalez;17000;Albañil;44;M;Casado;Secundaria;5;Barrio Arnoldo Alemán
1124;Daniel Alejandro Torres Hernandez;0;Desempleado;2;M;Soltero;Preescolar;1;Barrio La Cruz
1254;Kevin Alejandro Flores Hernandez;0;Desempleado;39;M;Soltero;Primaria;2;Barrio Guadalupe
1057;Maria Alejandro Martinez Martinez;10000;Vendedor;24;F;Soltero;Técnico;1;María Auxiliadora
1490;Camila Alejandro Gonzalez Hernandez;10000;Vendedor;24;F;Soltero;Técnico;1;Colina del Verbo
1347;Carlos Alejandro Mendoza Lopez;19000;Electricista;56;M;Soltero;Secundaria;5;San Ramón
1316;Juan Alejandro Flores Gonzalez;14000;Mesero;29;M;Soltero;Primaria;4;Colina del Verbo
1253;Mario Alejandro Mendoza Castro;0;Desempleado;44;M;Soltero;Preescolar;3;Baká
1398;Marta Alejandro Torres Castro;0;Desempleado;2;F;Soltero;Preescolar;1;Barrio La Cruz
1323;Pedro Alejandro Ruiz Lopez;18000;Carpintero;42;M;Casado;Secundaria;5;Baká
1106;Kevin Alejandro Ruiz Perez;10500;Cajero;33;M;Soltero;Técnico;1;Colina del Verbo
1182;Miguel Alejandro Martinez Ruiz;14500;Cocinero;71;M;Casado;Primaria;2;Barrio El Rosario
1264;Jose Alejandro Ruiz Flores;14000;Mesero;69;M;Soltero;Primaria;3;El Calavario
1416;Paula Alejandro Gonzalez Lopez;12500;Repartidor;35;F;Soltero;Primaria;4;San Ramón
1113;Andres Alejandro Mendoza Martinez;0;Desempleado;42;M;Soltero;Preescolar;2;Monimbó
1365;Pedro Alejandro Torres Martinez;8500;Campesino;73;M;Casado;Primaria;1;Barrio Los Pinos
1451;Paula Alejandro Mendoza Martinez;17000;Albañil;50;F;Casado;Secundaria;5;Urbanización San Miguel
1223;Elena Alejandro Gonzalez Ruiz;0;Desempleado;12;F;Soltero;Primaria;4;Altamira del Este
1116;Sofia Alejandro Lopez Castro;10000;Vendedor;44;F;Soltero;Técnico;1;Altamira del Este
1135;Elena Alejandro Hernandez Lopez;0;Desempleado;45;F;Soltero;Primaria;1;Monimbó
1033;Andres Alejandro Martinez Lopez;21000;Costur`ero;78;M;Casado;Primaria;4;Barrio El Rosario
1344;Ana Alejandro Flores Ruiz;13000;Conductor de taxi;56;F;Casado;Primaria;5;Barrio El Rosario
1249;Mario Alejandro Torres Castro;12000;Trabajador doméstico;18;M;Casado;Técnico;1;María Auxiliadora
1327;Marta Alejandro Flores Gonzalez;10500;Cajero;58;F;Casado;Técnico;1;Sol de libertad
1485;Marta Alejandro Martinez Hernandez;0;Desempleado;78;F;Casado;Primaria;4;Baká
1077;Valeria Alejandro Castro Gonzalez;13500;Barbero;37;F;Soltero;Preescolar;3;Barrio La Cruz
1168;Camila Alejandro Flores Torres;10500;Cajero;34;F;Casado;Técnico;1;San Judas
1066;Lucia Alejandro Ruiz Castro;14000;Mesero;56;F;Casado;Primaria;3;San Judas
1222;Pedro Alejandro Castro Lopez;11000;Comerciante Informal;25;M;Soltero;Primaria;1;19 de Julio
1036;Juan Alejandro Lopez Castro;8500;Campesino;34;M;Soltero;Primaria;3;Barrio Arnoldo Alemán
1147;Miguel Alejandro Hernandez Martinez;19000;Electricista;74;M;Casado;Secundaria;5;San Judas
1477;Valeria Alejandro Castro Hernandez;18000;Carpintero;61;F;Soltero;Secundaria;5;El Calavario
1024;Luis Alejandro Gonzalez Martinez;0;Desempleado;29;M;Soltero;Preescolar;1;Barrio Obrero
1279;Marta Alejandro Ruiz Hernandez;0;Desempleado;12;F;Soltero;Primaria;5;El Calavario
1455;Sofia Alejandro Ruiz Martinez;0;Desempleado;12;F;Soltero;Primaria;1;Baká
1495;Valeria Alejandro Mendoza Castro;13000;Conductor de taxi;37;F;Casado;Primaria;4;Monimbó
1427;Elena Alejandro Hernandez Ruiz;9000;Obrero;47;F;Soltero;Primaria;2;San Ramón
1024;Elena Alejandro Torres Gonzalez;0;Desempleado;54;F;Casado;Preescolar;1;Barrio Obrero
1342;Juan Alejandro Hernandez Lopez;8500;Campesino;56;M;Casado;Primaria;4;Monimbó
1054;Camila Alejandro Lopez Martinez;19000;Electricista;38;F;Soltero;Secundaria;5;Barrio Obrero
1134;Mario Alejandro Perez Gonzalez;13500;Barbero;17;M;Soltero;Secundaria;1;Barrio La Cruz
1036;Paula Alejandro Martinez Mendoza;0;Desempleado;14;F;Soltero;Secundaria;1;Barrio Arnoldo Alemán
1172;Ana Alejandro Castro Castro;0;Desempleado;34;F;Casado;Preescolar;2;San Judas
1197;Pedro Alejandro Torres Flores;0;Desempleado;30;M;Soltero;Preescolar;1;Urbanización San Miguel
1405;Valeria Alejandro Lopez Flores;0;Desempleado;10;F;Soltero;Primaria;5;Altamira del Este
1203;Luis Alejandro Lopez Ruiz;0;Desempleado;46;M;Soltero;Preescolar;3;Barrio El Calvario
1210;Jose Alejandro Martinez Ruiz;0;Desempleado;60;M;Soltero;Primaria;5;Colina del Verbo
1437;Ana Alejandro Mendoza Torres;17000;Albañil;59;F;Soltero;Secundaria;5;Barrio Guadalupe
1259;Kevin Alejandro Hernandez Martinez;12000;Trabajador doméstico;40;M;Soltero;Primaria;3;Barrio La Cruz
1052;Luis Alejandro Hernandez Castro;13000;Conductor de taxi;51;M;Soltero;Primaria;1;19 de Julio
1263;Valeria Alejandro Martinez Gonzalez;0;Desempleado;7;F;Soltero;Primaria;1;Barrio El Calvario
1040;Paula Alejandro Gonzalez Ruiz;0;Desempleado;11;F;Soltero;Primaria;3;Barrio Arnoldo Alemán
1265;Marta Alejandro Flores Flores;21000;Costur`ero;45;F;Soltero;Preescolar;2;Barrio El Calvario
1131;Luis Alejandro Gonzalez Martinez;19000;Electricista;47;M;Soltero;Secundaria;5;El Calavario
1417;Valeria Alejandro Perez Perez;9000;Obrero;56;F;Casado;Preescolar;1;Barrio Guadalupe
1302;Mario Alejandro Hernandez Torres;9000;Obrero;49;M;Soltero;Preescolar;2;Barrio Obrero
1313;Andres Alejandro Mendoza Flores;0;Desempleado;50;M;Soltero;Primaria;5;Altamira del Este
1297;Fernanda Alejandro Hernandez Flores;0;Desempleado;21;F;Soltero;Técnico;1;María Auxiliadora
1432;Miguel Alejandro Gonzalez Mendoza;13000;Conductor de taxi;62;M;Soltero;Preescolar;2;Monimbó
1233;Luis Alejandro Hernandez Hernandez;19000;Electricista;44;M;Soltero;Secundaria;5;San Ramón
1173;Maria Alejandro Lopez Castro;13500;Barbero;19;F;Soltero;Técnico;1;Monimbó
